#1				
double Inf_Snd(1346,5)  # t	steady	dry	rain	strm
12.7395833333	6.95	5.73	5.73	5.73
12.7500000000	6.95	5.87	5.87	5.87
12.7604166667	6.95	6.05	6.05	6.05
12.7708333333	6.95	6.33	6.33	6.33
12.7812500000	6.95	6.24	6.24	6.24
12.7916666667	6.95	6.22	6.22	6.22
12.8020833333	6.95	6.2	6.2	6.2
12.8125000000	6.95	6.64	6.64	6.64
12.8229166667	6.95	6.72	6.72	6.72
12.8333333333	6.95	6.85	6.85	6.85
12.8437500000	6.95	7.19	7.19	7.19
12.8541666667	6.95	7.56	7.56	7.56
12.8645833333	6.95	7.74	7.74	7.74
12.8750000000	6.95	8.01	8.01	8.01
12.8854166667	6.95	8.26	8.26	8.26
12.8958333333	6.95	8.38	8.38	8.38
12.9062500000	6.95	8.42	8.42	8.42
12.9166666667	6.95	8.34	8.34	8.34
12.9270833333	6.95	8.2	8.2	8.2
12.9375000000	6.95	8.01	8.01	8.01
12.9479166667	6.95	7.78	7.78	7.78
12.9583333333	6.95	7.56	7.56	7.56
12.9687500000	6.95	7.19	7.19	7.19
12.9791666667	6.95	6.95	6.95	6.95
12.9895833333	6.95	6.75	6.75	6.75
13.0000000000	6.95	6.36	6.36	6.36
13.0104166667	6.95	6.17	6.17	6.17
13.0208333333	6.95	6.17	6.17	6.17
13.0312500000	6.95	6.22	6.22	6.22
13.0416666667	6.95	6.46	6.46	6.46
13.0520833333	6.95	6.78	6.78	6.78
13.0625000000	6.95	7.21	7.21	7.21
13.0729166667	6.95	7.25	7.25	7.25
13.0833333333	6.95	6.98	6.98	6.98
13.0937500000	6.95	6.75	6.75	6.75
13.1041666667	6.95	6.28	6.28	6.28
13.1145833333	6.95	6.22	6.22	6.22
13.1250000000	6.95	5.37	5.37	5.37
13.1354166667	6.95	5.44	5.44	5.44
13.1458333333	6.95	5.01	5.01	5.01
13.1562500000	6.95	4.64	4.64	4.64
13.1666666667	6.95	4.44	4.44	4.44
13.1770833333	6.95	4.26	4.26	4.26
13.1875000000	6.95	4	4	4
13.1979166667	6.95	4.04	4.04	4.04
13.2083333333	6.95	4.08	4.08	4.08
13.2187500000	6.95	4.05	4.05	4.05
13.2291666667	6.95	4.08	4.08	4.08
13.2395833333	6.95	4.05	4.05	4.05
13.2500000000	6.95	4.05	4.05	4.05
13.2604166667	6.95	4.05	4.05	4.05
13.2708333333	6.95	4.03	4.03	4.03
13.2812500000	6.95	4.01	4.01	4.01
13.2916666667	6.95	4	4	4
13.3020833333	6.95	4.03	4.03	4.03
13.3125000000	6.95	4.06	4.06	4.06
13.3229166667	6.95	4.09	4.09	4.09
13.3333333333	6.95	4.12	4.12	4.12
13.3437500000	6.95	4.19	4.19	4.19
13.3541666667	6.95	4.24	4.24	4.24
13.3645833333	6.95	4.39	4.39	4.39
13.3750000000	6.95	4.88	4.88	4.88
13.3854166667	6.95	5.99	5.99	5.99
13.3958333333	6.95	7.15	7.15	7.15
13.4062500000	6.95	8	8	8
13.4166666667	6.95	9.49	9.49	9.49
13.4270833333	6.95	10.58	10.58	10.58
13.4375000000	6.95	11.52	11.52	11.52
13.4479166667	6.95	12	12	12
13.4583333333	6.95	11.9	11.9	11.9
13.4687500000	6.95	11.21	11.21	11.21
13.4791666667	6.95	10.25	10.25	10.25
13.4895833333	6.95	9.48	9.48	9.48
13.5000000000	6.95	8.84	8.84	8.84
13.5104166667	6.95	8.13	8.13	8.13
13.5208333333	6.95	7.58	7.58	7.58
13.5312500000	6.95	7.04	7.04	7.04
13.5416666667	6.95	6.83	6.83	6.83
13.5520833333	6.95	6.7	6.7	6.7
13.5625000000	6.95	6.68	6.68	6.68
13.5729166667	6.95	6.71	6.71	6.71
13.5833333333	6.95	6.81	6.81	6.81
13.5937500000	6.95	6.87	6.87	6.87
13.6041666667	6.95	6.83	6.83	6.83
13.6145833333	6.95	6.52	6.52	6.52
13.6250000000	6.95	6.16	6.16	6.16
13.6354166667	6.95	5.98	5.98	5.98
13.6458333333	6.95	5.89	5.89	5.89
13.6562500000	6.95	5.94	5.94	5.94
13.6666666667	6.95	6.02	6.02	6.02
13.6770833333	6.95	6.24	6.24	6.24
13.6875000000	6.95	6.59	6.59	6.59
13.6979166667	6.95	6.56	6.56	6.56
13.7083333333	6.95	6.4	6.4	6.4
13.7187500000	6.95	5.95	5.95	5.95
13.7291666667	6.95	5.83	5.83	5.83
13.7395833333	6.95	5.73	5.73	5.73
13.7500000000	6.95	5.87	5.87	5.87
13.7604166667	6.95	6.05	6.05	6.05
13.7708333333	6.95	6.33	6.33	6.33
13.7812500000	6.95	6.24	6.24	6.24
13.7916666667	6.95	6.22	6.22	6.22
13.8020833333	6.95	6.2	6.2	6.2
13.8125000000	6.95	6.64	6.64	6.64
13.8229166667	6.95	6.72	6.72	6.72
13.8333333333	6.95	6.85	6.85	6.85
13.8437500000	6.95	7.19	7.19	7.19
13.8541666667	6.95	7.56	7.56	7.56
13.8645833333	6.95	7.74	7.74	7.74
13.8750000000	6.95	8.01	8.01	8.01
13.8854166667	6.95	8.26	8.26	8.26
13.8958333333	6.95	8.38	8.38	8.38
13.9062500000	6.95	8.42	8.42	8.42
13.9166666667	6.95	8.34	8.34	8.34
13.9270833333	6.95	8.2	8.2	8.2
13.9375000000	6.95	8.01	8.01	8.01
13.9479166667	6.95	7.78	7.78	7.78
13.9583333333	6.95	7.56	7.56	7.56
13.9687500000	6.95	7.19	7.19	7.19
13.9791666667	6.95	6.95	6.95	6.95
13.9895833333	6.95	6.75	6.75	6.75
14.0000000000	6.95	6.36	6.36	6.36
