#1				
double Inf_Snh(1346,5)  # t	steady	dry	rain	strm
12.6875000000	31.56	28.33	28.33	28.33
12.6979166667	31.56	28.28	28.28	28.28
12.7083333333	31.56	27.71	27.71	27.71
12.7187500000	31.56	26.69	26.69	26.69
12.7291666667	31.56	26.57	26.57	26.57
12.7395833333	31.56	26.62	26.62	26.62
12.7500000000	31.56	27.46	27.46	27.46
12.7604166667	31.56	28.33	28.33	28.33
12.7708333333	31.56	29.27	29.27	29.27
12.7812500000	31.56	30.63	30.63	30.63
12.7916666667	31.56	30.59	30.59	30.59
12.8020833333	31.56	28.16	28.16	28.16
12.8125000000	31.56	29.8	29.8	29.8
12.8229166667	31.56	29.82	29.82	29.82
12.8333333333	31.56	30.3	30.3	30.3
12.8437500000	31.56	32.13	32.13	32.13
12.8541666667	31.56	33.77	33.77	33.77
12.8645833333	31.56	34.3	34.3	34.3
12.8750000000	31.56	35.64	35.64	35.64
12.8854166667	31.56	36.06	36.06	36.06
12.8958333333	31.56	35.93	35.93	35.93
12.9062500000	31.56	35.45	35.45	35.45
12.9166666667	31.56	35.7	35.7	35.7
12.9270833333	31.56	35.63	35.63	35.63
12.9375000000	31.56	35.38	35.38	35.38
12.9479166667	31.56	34.94	34.94	34.94
12.9583333333	31.56	34.14	34.14	34.14
12.9687500000	31.56	32.7	32.7	32.7
12.9791666667	31.56	31.47	31.47	31.47
12.9895833333	31.56	30.68	30.68	30.68
13.0000000000	31.56	30.25	30.25	30.25
13.0104166667	31.56	30.21	30.21	30.21
13.0208333333	31.56	31.05	31.05	31.05
13.0312500000	31.56	31.67	31.67	31.67
13.0416666667	31.56	33.16	33.16	33.16
13.0520833333	31.56	35.12	35.12	35.12
13.0625000000	31.56	37.87	37.87	37.87
13.0729166667	31.56	37.87	37.87	37.87
13.0833333333	31.56	36.85	36.85	36.85
13.0937500000	31.56	36.47	36.47	36.47
13.1041666667	31.56	34.39	34.39	34.39
13.1145833333	31.56	34.68	34.68	34.68
13.1250000000	31.56	32.07	32.07	32.07
13.1354166667	31.56	29.9	29.9	29.9
13.1458333333	31.56	27.07	27.07	27.07
13.1562500000	31.56	24.7	24.7	24.7
13.1666666667	31.56	23.39	23.39	23.39
13.1770833333	31.56	22.2	22.2	22.2
13.1875000000	31.56	20.32	20.32	20.32
13.1979166667	31.56	20.54	20.54	20.54
13.2083333333	31.56	20.72	20.72	20.72
13.2187500000	31.56	20.75	20.75	20.75
13.2291666667	31.56	20.66	20.66	20.66
13.2395833333	31.56	20.61	20.61	20.61
13.2500000000	31.56	20.54	20.54	20.54
13.2604166667	31.56	20.44	20.44	20.44
13.2708333333	31.56	20.4	20.4	20.4
13.2812500000	31.56	20.16	20.16	20.16
13.2916666667	31.56	20.03	20.03	20.03
13.3020833333	31.56	20	20	20
13.3125000000	31.56	20.1	20.1	20.1
13.3229166667	31.56	20.4	20.4	20.4
13.3333333333	31.56	20.82	20.82	20.82
13.3437500000	31.56	21.17	21.17	21.17
13.3541666667	31.56	21.61	21.61	21.61
13.3645833333	31.56	22.14	22.14	22.14
13.3750000000	31.56	24.68	24.68	24.68
13.3854166667	31.56	29.66	29.66	29.66
13.3958333333	31.56	34.25	34.25	34.25
13.4062500000	31.56	37.94	37.94	37.94
13.4166666667	31.56	43.4	43.4	43.4
13.4270833333	31.56	46.61	46.61	46.61
13.4375000000	31.56	49.25	49.25	49.25
13.4479166667	31.56	50	50	50
13.4583333333	31.56	49.25	49.25	49.25
13.4687500000	31.56	45.74	45.74	45.74
13.4791666667	31.56	40.86	40.86	40.86
13.4895833333	31.56	39.03	39.03	39.03
13.5000000000	31.56	36.85	36.85	36.85
13.5104166667	31.56	34.25	34.25	34.25
13.5208333333	31.56	32.16	32.16	32.16
13.5312500000	31.56	30.78	30.78	30.78
13.5416666667	31.56	29.8	29.8	29.8
13.5520833333	31.56	29.24	29.24	29.24
13.5625000000	31.56	28.52	28.52	28.52
13.5729166667	31.56	27.96	27.96	27.96
13.5833333333	31.56	28.13	28.13	28.13
13.5937500000	31.56	27.55	27.55	27.55
13.6041666667	31.56	27.46	27.46	27.46
13.6145833333	31.56	26.46	26.46	26.46
13.6250000000	31.56	26.18	26.18	26.18
13.6354166667	31.56	26.29	26.29	26.29
13.6458333333	31.56	26.79	26.79	26.79
13.6562500000	31.56	27.29	27.29	27.29
13.6666666667	31.56	27.12	27.12	27.12
13.6770833333	31.56	27.42	27.42	27.42
13.6875000000	31.56	28.33	28.33	28.33
13.6979166667	31.56	28.28	28.28	28.28
13.7083333333	31.56	27.71	27.71	27.71
13.7187500000	31.56	26.69	26.69	26.69
13.7291666667	31.56	26.57	26.57	26.57
13.7395833333	31.56	26.62	26.62	26.62
13.7500000000	31.56	27.46	27.46	27.46
13.7604166667	31.56	28.33	28.33	28.33
13.7708333333	31.56	29.27	29.27	29.27
13.7812500000	31.56	30.63	30.63	30.63
13.7916666667	31.56	30.59	30.59	30.59
13.8020833333	31.56	28.16	28.16	28.16
13.8125000000	31.56	29.8	29.8	29.8
13.8229166667	31.56	29.82	29.82	29.82
13.8333333333	31.56	30.3	30.3	30.3
13.8437500000	31.56	32.13	32.13	32.13
13.8541666667	31.56	33.77	33.77	33.77
13.8645833333	31.56	34.3	34.3	34.3
13.8750000000	31.56	35.64	35.64	35.64
13.8854166667	31.56	36.06	36.06	36.06
13.8958333333	31.56	35.93	35.93	35.93
13.9062500000	31.56	35.45	35.45	35.45
13.9166666667	31.56	35.7	35.7	35.7
13.9270833333	31.56	35.63	35.63	35.63
13.9375000000	31.56	35.38	35.38	35.38
13.9479166667	31.56	34.94	34.94	34.94
13.9583333333	31.56	34.14	34.14	34.14
13.9687500000	31.56	32.7	32.7	32.7
13.9791666667	31.56	31.47	31.47	31.47
13.9895833333	31.56	30.68	30.68	30.68
14.0000000000	31.56	30.25	30.25	30.25
