#1				
double Inf_Xs(1346,5)  # t	steady	dry	rain	strm
12.6458333333	202.32	195.14	195.14	195.14
12.6562500000	202.32	197.02	197.02	197.02
12.6666666667	202.32	195.02	195.02	195.02
12.6770833333	202.32	190.12	190.12	190.12
12.6875000000	202.32	186.73	186.73	186.73
12.6979166667	202.32	182.93	182.93	182.93
12.7083333333	202.32	180.25	180.25	180.25
12.7187500000	202.32	177.81	177.81	177.81
12.7291666667	202.32	175.47	175.47	175.47
12.7395833333	202.32	174.26	174.26	174.26
12.7500000000	202.32	178.13	178.13	178.13
12.7604166667	202.32	179.6	179.6	179.6
12.7708333333	202.32	181.74	181.74	181.74
12.7812500000	202.32	177.34	177.34	177.34
12.7916666667	202.32	176.4	176.4	176.4
12.8020833333	202.32	172.38	172.38	172.38
12.8125000000	202.32	169.91	169.91	169.91
12.8229166667	202.32	177.05	177.05	177.05
12.8333333333	202.32	179.65	179.65	179.65
12.8437500000	202.32	179.22	179.22	179.22
12.8541666667	202.32	186.02	186.02	186.02
12.8645833333	202.32	184.71	184.71	184.71
12.8750000000	202.32	182.19	182.19	182.19
12.8854166667	202.32	185.27	185.27	185.27
12.8958333333	202.32	185.58	185.58	185.58
12.9062500000	202.32	190.18	190.18	190.18
12.9166666667	202.32	192.89	192.89	192.89
12.9270833333	202.32	195.74	195.74	195.74
12.9375000000	202.32	198.73	198.73	198.73
12.9479166667	202.32	195.9	195.9	195.9
12.9583333333	202.32	201.62	201.62	201.62
12.9687500000	202.32	201.59	201.59	201.59
12.9791666667	202.32	203.5	203.5	203.5
12.9895833333	202.32	205.28	205.28	205.28
13.0000000000	202.32	202.88	202.88	202.88
13.0104166667	202.32	199.54	199.54	199.54
13.0208333333	202.32	179.35	179.35	179.35
13.0312500000	202.32	179.17	179.17	179.17
13.0416666667	202.32	181.49	181.49	181.49
13.0520833333	202.32	182.65	182.65	182.65
13.0625000000	202.32	184.5	184.5	184.5
13.0729166667	202.32	182.61	182.61	182.61
13.0833333333	202.32	175.3	175.3	175.3
13.0937500000	202.32	169.8	169.8	169.8
13.1041666667	202.32	165.01	165.01	165.01
13.1145833333	202.32	160.37	160.37	160.37
13.1250000000	202.32	156.64	156.64	156.64
13.1354166667	202.32	150.78	150.78	150.78
13.1458333333	202.32	145.32	145.32	145.32
13.1562500000	202.32	139.91	139.91	139.91
13.1666666667	202.32	134.85	134.85	134.85
13.1770833333	202.32	129.95	129.95	129.95
13.1875000000	202.32	126.36	126.36	126.36
13.1979166667	202.32	123.32	123.32	123.32
13.2083333333	202.32	120.59	120.59	120.59
13.2187500000	202.32	118.62	118.62	118.62
13.2291666667	202.32	117.3	117.3	117.3
13.2395833333	202.32	116.21	116.21	116.21
13.2500000000	202.32	115.48	115.48	115.48
13.2604166667	202.32	115.36	115.36	115.36
13.2708333333	202.32	114.71	114.71	114.71
13.2812500000	202.32	113.63	113.63	113.63
13.2916666667	202.32	113.16	113.16	113.16
13.3020833333	202.32	113.26	113.26	113.26
13.3125000000	202.32	112.9	112.9	112.9
13.3229166667	202.32	112.31	112.31	112.31
13.3333333333	202.32	111.94	111.94	111.94
13.3437500000	202.32	111.48	111.48	111.48
13.3541666667	202.32	111.82	111.82	111.82
13.3645833333	202.32	112.4	112.4	112.4
13.3750000000	202.32	112.55	112.55	112.55
13.3854166667	202.32	114.49	114.49	114.49
13.3958333333	202.32	121.46	121.46	121.46
13.4062500000	202.32	131.53	131.53	131.53
13.4166666667	202.32	141.21	141.21	141.21
13.4270833333	202.32	151.38	151.38	151.38
13.4375000000	202.32	162.7	162.7	162.7
13.4479166667	202.32	174.77	174.77	174.77
13.4583333333	202.32	187.01	187.01	187.01
13.4687500000	202.32	197.57	197.57	197.57
13.4791666667	202.32	206.23	206.23	206.23
13.4895833333	202.32	213.42	213.42	213.42
13.5000000000	202.32	219.1	219.1	219.1
13.5104166667	202.32	222.52	222.52	222.52
13.5208333333	202.32	221.52	221.52	221.52
13.5312500000	202.32	219.69	219.69	219.69
13.5416666667	202.32	217.64	217.64	217.64
13.5520833333	202.32	215.61	215.61	215.61
13.5625000000	202.32	213.22	213.22	213.22
13.5729166667	202.32	210.49	210.49	210.49
13.5833333333	202.32	209.94	209.94	209.94
13.5937500000	202.32	208.43	208.43	208.43
13.6041666667	202.32	206.18	206.18	206.18
13.6145833333	202.32	203.33	203.33	203.33
13.6250000000	202.32	200.72	200.72	200.72
13.6354166667	202.32	198.33	198.33	198.33
13.6458333333	202.32	195.91	195.91	195.91
13.6562500000	202.32	193.85	193.85	193.85
13.6666666667	202.32	191.44	191.44	191.44
13.6770833333	202.32	188.99	188.99	188.99
13.6875000000	202.32	186.33	186.33	186.33
13.6979166667	202.32	183.41	183.41	183.41
13.7083333333	202.32	180.53	180.53	180.53
13.7187500000	202.32	177.74	177.74	177.74
13.7291666667	202.32	175.24	175.24	175.24
13.7395833333	202.32	173.47	173.47	173.47
13.7500000000	202.32	173.98	173.98	173.98
13.7604166667	202.32	176.34	176.34	176.34
13.7708333333	202.32	177.77	177.77	177.77
13.7812500000	202.32	179.03	179.03	179.03
13.7916666667	202.32	178.81	178.81	178.81
13.8020833333	202.32	176.69	176.69	176.69
13.8125000000	202.32	173.73	173.73	173.73
13.8229166667	202.32	173.61	173.61	173.61
13.8333333333	202.32	176.53	176.53	176.53
13.8437500000	202.32	179.75	179.75	179.75
13.8541666667	202.32	182.88	182.88	182.88
13.8645833333	202.32	185.71	185.71	185.71
13.8750000000	202.32	184.48	184.48	184.48
13.8854166667	202.32	182.74	182.74	182.74
13.8958333333	202.32	184.67	184.67	184.67
13.9062500000	202.32	189.6	189.6	189.6
13.9166666667	202.32	191.55	191.55	191.55
13.9270833333	202.32	193.11	193.11	193.11
13.9375000000	202.32	193.89	193.89	193.89
13.9479166667	202.32	194.03	194.03	194.03
13.9583333333	202.32	198.28	198.28	198.28
13.9687500000	202.32	200.32	200.32	200.32
13.9791666667	202.32	201.08	201.08	201.08
13.9895833333	202.32	200.96	200.96	200.96
14.0000000000	202.32	224.35	224.35	224.35
